,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2016-17,24.0,LAL,NBA,SG,20.0,2.0,19.9,2.4,4.1,0.58,0.1,0.3,0.2,2.3,3.8,0.605,0.586,1.3,2.0,0.641,0.9,2.3,3.2,0.7,0.7,0.4,0.6,1.8,6.0
1,2017-18,25.0,CHI,NBA,SG,70.0,21.0,23.5,2.9,6.0,0.478,0.3,0.7,0.346,2.6,5.3,0.496,0.499,1.9,2.9,0.655,1.3,3.4,4.7,1.5,0.8,0.4,1.1,2.3,7.9
2,2018-19,26.0,CLE,NBA,SF,51.0,14.0,19.3,2.5,5.1,0.481,0.5,1.5,0.32,2.0,3.7,0.545,0.527,1.1,1.7,0.682,0.8,2.4,3.2,1.1,0.7,0.3,0.6,2.1,6.5
3,2019-20,27.0,BRK,NBA,SF,20.0,0.0,13.4,1.9,3.6,0.521,0.6,1.4,0.429,1.3,2.2,0.581,0.606,0.9,1.4,0.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2
4,2020-21,28.0,HOU,NBA,SF,30.0,9.0,22.6,3.5,7.3,0.486,0.6,2.1,0.27,3.0,5.2,0.574,0.525,1.6,2.3,0.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0,9.2
5,2021-22,29.0,HOU,NBA,SF,4.0,0.0,12.5,2.0,4.3,0.471,0.0,0.8,0.0,2.0,3.5,0.571,0.471,1.0,2.0,0.5,0.8,2.5,3.3,1.8,1.0,0.3,0.8,1.8,5.0
6,Career,,,NBA,,195.0,46.0,20.6,2.7,5.5,0.491,0.4,1.2,0.319,2.3,4.3,0.537,0.524,1.5,2.2,0.663,1.0,2.7,3.7,1.1,0.8,0.4,0.7,2.0,7.2
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1 season,,CHI,NBA,,70.0,21.0,23.5,2.9,6.0,0.478,0.3,0.7,0.346,2.6,5.3,0.496,0.499,1.9,2.9,0.655,1.3,3.4,4.7,1.5,0.8,0.4,1.1,2.3,7.9
9,1 season,,CLE,NBA,,51.0,14.0,19.3,2.5,5.1,0.481,0.5,1.5,0.32,2.0,3.7,0.545,0.527,1.1,1.7,0.682,0.8,2.4,3.2,1.1,0.7,0.3,0.6,2.1,6.5
10,2 seasons,,HOU,NBA,,34.0,9.0,21.4,3.4,6.9,0.485,0.5,1.9,0.258,2.9,5.0,0.574,0.521,1.5,2.2,0.671,1.3,2.6,3.9,1.1,1.0,0.6,0.6,2.0,8.7
11,1 season,,LAL,NBA,,20.0,2.0,19.9,2.4,4.1,0.58,0.1,0.3,0.2,2.3,3.8,0.605,0.586,1.3,2.0,0.641,0.9,2.3,3.2,0.7,0.7,0.4,0.6,1.8,6.0
12,1 season,,BRK,NBA,,20.0,0.0,13.4,1.9,3.6,0.521,0.6,1.4,0.429,1.3,2.2,0.581,0.606,0.9,1.4,0.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2
