,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2015-16,22.0,PHI,NBA,PF,51.0,702.0,15.9,0.564,0.198,0.333,9.3,11.7,10.5,8.0,1.3,4.3,11.2,17.9,1.0,0.5,1.5,0.103,-1.1,-0.4,-1.5,0.1
1,2016-17,23.0,PHI,NBA,C,57.0,1193.0,18.6,0.611,0.187,0.25,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,2.2,1.6,3.8,0.151,0.5,0.5,1.0,0.9
2,2017-18,24.0,PHI,NBA,C,48.0,746.0,17.4,0.585,0.129,0.232,8.6,21.4,15.2,12.3,1.3,3.2,8.6,16.6,1.6,1.3,2.8,0.183,-0.3,1.4,1.1,0.6
3,2018-19,25.0,PHO,NBA,C,70.0,1184.0,20.7,0.647,0.0,0.479,10.6,20.5,15.5,7.9,1.7,5.6,10.5,17.9,3.1,1.1,4.3,0.173,0.1,0.5,0.6,0.8
4,2019-20,26.0,SAC,NBA,C,44.0,1242.0,19.7,0.681,0.0,0.343,11.2,21.5,16.2,5.1,1.6,4.3,11.6,15.6,3.4,1.5,4.9,0.19,0.3,0.6,1.0,0.9
5,2020-21,27.0,SAC,NBA,C,61.0,1782.0,20.2,0.669,0.019,0.296,8.8,22.7,15.7,8.3,1.1,4.6,10.3,17.5,4.7,1.4,6.1,0.165,0.6,-0.3,0.3,1.0
6,2021-22,28.0,SAC,NBA,C,3.0,79.0,28.8,0.79,0.04,0.2,11.7,28.9,20.5,10.3,1.2,7.7,9.9,15.8,0.4,0.1,0.5,0.289,3.7,1.9,5.6,0.2
7,Career,,,NBA,,334.0,6928.0,19.3,0.638,0.075,0.321,9.6,20.5,15.0,8.1,1.4,4.4,10.6,17.4,16.4,7.5,23.9,0.165,0.2,0.3,0.6,4.5
8,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3 seasons,,PHI,NBA,,156.0,2641.0,17.5,0.592,0.174,0.266,8.8,18.2,13.6,9.3,1.5,3.7,10.3,17.9,4.7,3.3,8.1,0.147,-0.1,0.5,0.4,1.6
10,3 seasons,,SAC,NBA,,108.0,3103.0,20.2,0.676,0.013,0.31,9.9,22.4,16.0,7.1,1.3,4.5,10.8,16.7,8.5,3.0,11.5,0.178,0.6,0.2,0.7,2.1
11,1 season,,PHO,NBA,,70.0,1184.0,20.7,0.647,0.0,0.479,10.6,20.5,15.5,7.9,1.7,5.6,10.5,17.9,3.1,1.1,4.3,0.173,0.1,0.5,0.6,0.8
