Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2015-16,23.0,UTA,NBA,PG,81.0,1499.0,10.2,0.53,0.388,0.167,1.3,8.0,4.7,18.7,2.2,0.1,19.5,17.2,0.2,1.6,1.8,0.058,-2.3,0.3,-2.0,0.0
2016-17,24.0,UTA,NBA,PG,40.0,346.0,10.7,0.527,0.341,0.099,1.4,8.4,5.0,15.1,3.2,1.2,13.6,14.8,0.2,0.6,0.7,0.1,-3.5,3.4,-0.1,0.2
2017-18,25.0,UTA,NBA,PG,41.0,498.0,11.9,0.55,0.311,0.232,1.6,9.5,5.6,23.0,1.3,0.7,17.8,18.3,0.3,0.6,0.9,0.086,-1.6,0.2,-1.4,0.1
2018-19,26.0,UTA,NBA,PG,37.0,474.0,13.5,0.558,0.373,0.205,1.4,12.6,7.1,28.7,1.4,0.7,16.6,19.0,0.5,0.6,1.1,0.116,-1.1,0.8,-0.3,0.2
2019-20,27.0,PHI,NBA,PG,54.0,668.0,12.7,0.567,0.396,0.212,1.8,8.3,5.0,20.3,1.7,0.8,16.2,18.7,0.5,0.6,1.2,0.083,-1.2,-0.6,-1.8,0.0
2020-21,28.0,WAS,NBA,PG,64.0,1403.0,13.0,0.575,0.367,0.19,2.1,9.6,5.9,14.0,2.4,0.4,9.9,15.8,1.5,1.3,2.8,0.097,-1.5,0.6,-0.8,0.4
2021-22,29.0,WAS,NBA,PG,15.0,307.0,10.7,0.531,0.237,0.175,0.4,9.0,4.9,19.4,2.3,0.3,17.4,18.5,0.0,0.4,0.3,0.051,-4.6,0.3,-4.4,-0.2
Career,,,NBA,,332.0,5195.0,11.8,0.553,0.362,0.187,1.6,9.1,5.4,18.8,2.1,0.4,15.6,17.2,3.2,5.7,8.9,0.082,-2.0,0.5,-1.5,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,UTA,NBA,,199.0,2817.0,11.1,0.539,0.365,0.179,1.4,9.1,5.3,20.7,2.0,0.4,18.0,17.4,1.2,3.4,4.6,0.078,-2.1,0.7,-1.4,0.4
2 seasons,,WAS,NBA,,79.0,1710.0,12.6,0.567,0.344,0.188,1.8,9.5,5.7,15.0,2.4,0.3,11.3,16.3,1.5,1.7,3.2,0.089,-2.0,0.6,-1.5,0.2
1 season,,PHI,NBA,,54.0,668.0,12.7,0.567,0.396,0.212,1.8,8.3,5.0,20.3,1.7,0.8,16.2,18.7,0.5,0.6,1.2,0.083,-1.2,-0.6,-1.8,0.0
