Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2015-16,20.0,CHI,NBA,PF,62.0,1102.0,13.8,0.469,0.119,0.151,12.0,20.0,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-1.5,-1.8,-3.3,-0.4
2016-17,21.0,CHI,NBA,PF,64.0,1000.0,14.9,0.545,0.256,0.157,8.0,24.0,16.0,5.7,0.8,0.9,8.4,19.1,1.1,1.2,2.4,0.114,-0.6,-0.9,-1.5,0.1
2017-18,22.0,CHI,NBA,PF,73.0,1643.0,19.7,0.548,0.275,0.192,10.0,23.0,16.2,13.2,1.5,1.3,10.5,26.0,2.0,1.5,3.5,0.101,2.2,-1.3,0.8,1.2
2018-19,23.0,TOT,NBA,PF,50.0,1299.0,16.1,0.529,0.304,0.154,9.0,24.9,16.8,8.8,1.3,1.3,9.9,24.6,0.5,1.1,1.6,0.06,-0.2,-2.3,-2.4,-0.1
2018-19,23.0,CHI,NBA,PF,22.0,531.0,17.2,0.529,0.266,0.185,9.3,23.8,16.5,9.2,1.0,1.3,9.0,26.5,0.3,0.4,0.7,0.062,0.5,-2.4,-1.9,0.0
2018-19,23.0,WAS,NBA,PF,28.0,768.0,15.3,0.53,0.333,0.132,8.8,25.7,17.1,8.4,1.5,1.3,10.6,23.3,0.2,0.7,0.9,0.058,-0.6,-2.2,-2.8,-0.2
2019-20,24.0,NYK,NBA,PF,66.0,1393.0,14.6,0.53,0.317,0.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1.0,1.9,0.064,0.0,-1.1,-1.1,0.3
2020-21,25.0,MIL,NBA,C,66.0,1372.0,19.9,0.598,0.263,0.122,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,2.8,2.0,4.8,0.167,2.0,-0.6,1.4,1.2
2021-22,26.0,MIL,NBA,C,16.0,446.0,19.8,0.59,0.367,0.143,9.8,20.8,15.5,8.0,1.2,3.1,10.7,22.6,0.9,0.7,1.5,0.166,1.5,-0.8,0.7,0.3
Career,,,NBA,,397.0,8255.0,17.0,0.543,0.269,0.157,9.2,22.8,16.0,9.2,1.3,1.4,9.8,22.4,8.4,8.7,17.1,0.1,0.5,-1.3,-0.8,2.6
,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CHI,NBA,,221.0,4276.0,16.8,0.527,0.234,0.175,10.0,22.6,16.2,9.5,1.2,1.2,9.9,23.1,3.6,4.4,8.0,0.09,0.4,-1.5,-1.1,1.0
2 seasons,,MIL,NBA,,82.0,1818.0,19.9,0.596,0.288,0.127,9.8,24.2,17.3,7.5,1.6,2.0,8.8,21.3,3.7,2.6,6.3,0.167,1.9,-0.6,1.2,1.5
1 season,,NYK,NBA,,66.0,1393.0,14.6,0.53,0.317,0.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1.0,1.9,0.064,0.0,-1.1,-1.1,0.3
1 season,,WAS,NBA,,28.0,768.0,15.3,0.53,0.333,0.132,8.8,25.7,17.1,8.4,1.5,1.3,10.6,23.3,0.2,0.7,0.9,0.058,-0.6,-2.2,-2.8,-0.2
